Wavenumber	Control30_1	Control30_2	Control30_3	Control30_4	Control30_5	Control30_6	Control30_7	Control30_8	Control30_9	Control30_10	Control30_11	Control30_12	Control30_13	BacVan30 Amid_1	BacVan30 Amid_2	BacVan30 Amid_3	BacVan30 Amid_4	BacVan30 Amid_5	BacVan30 Amid_6	BacVan30 Amid_7	BacVan30 Amid_8	BacVan30 Amid_9	BacVan30 Amid_10	BacVan30 Amid_11	BacVan30 Amid_12	BacVan30 Amid_13	BacVan30 Amid_14	BacVan30 Amid_15	BacVan30 Amid_16	BacVan30 Amid_17	BacVan30 Amid_18	BacVan30 Amid_19	BacVan30 Amid_20	BacVan30 Amid_21	BacVan30 Amid_22	BacVan30 Amid_23	BacVan30 Amid_24	BacVan30 Amid_25	BacVan30 Amid_26	BacVan30 Amid_27	BacVan30 Amid_28	BacVan30 Amid_29	BacVan30 Amid_30	BacVan30 Amid_31	BacVan30 Amid_32	BacVan30 Zucker_1	BacVan30 Zucker_2	BacVan30 Zucker_3	BacVan30 Zucker_5	BacVan30 Zucker_6	BacVan30 Zucker_7	BacVan30 Zucker_8	BacVan30 Zucker_9	BacVan30 Zucker_10	BacVan30 Zucker_11	BacVan30 Zucker_12	BacVan30 Zucker_13	BacVan30 Zucker_14	BacVan30 Zucker_15	BacVan30 Zucker_16	BacVan30 Zucker_17	BacVan30 Zucker_18	BacVan30 Zucker_19	BacVan30 Zucker_20
1469	2.550395481	2.359998183	2.811922243	2.5208843	2.454291023	2.305558758	2.522776218	2.533380131	2.407359746	2.512144383	2.267916944	2.201550931	2.255135194	1.857927	1.971963	2.022007	1.864523	2.189073	1.858775	2.198275	2.304102	1.989591	2.016564	1.887575	2.078019	2.004309	1.765060	2.325746	2.004874	1.935652	1.994856	2.442486	2.109802	1.965740	2.142427	1.893885	1.842581	1.954271	1.889697	1.911881	1.742197	1.939224	1.933924	1.743703	1.991555	1.418031	2.112890	2.028842	1.691456	1.583550	1.811964	2.064714	1.760092	1.410850	1.588298	1.971177	1.582504	1.915590	1.972021	1.980891	1.748023	1.691720	1.999712	1.808755
1470	2.460019661	2.265611241	2.418053994	2.229279904	2.178173723	1.94867448	2.200026931	2.144806019	2.14016259	2.188895548	1.886249264	1.943862039	1.840764566	1.865407	1.790806	1.931840	1.791359	2.019545	1.619158	1.975010	2.029476	1.821427	2.019868	1.710719	1.884468	1.695770	1.611621	2.026097	1.853188	1.620102	1.942871	2.012464	1.755053	1.864200	2.004366	1.986518	1.785408	1.872141	1.678441	1.683914	1.572576	2.003756	1.793524	1.616466	1.875611	1.391995	1.831779	1.808714	1.506588	1.329555	1.902121	1.824519	1.613618	1.356362	1.427206	1.770634	1.419585	1.627191	1.803871	1.609951	1.759391	1.742690	1.830744	1.623245
1471	2.398608153	2.454846571	2.727070522	2.649566655	2.639426981	2.567261507	2.568395466	2.388755279	2.368538642	2.349063471	2.016270568	2.445772737	2.205532241	1.848197	1.791086	1.807375	1.647850	1.935290	1.554874	1.864946	2.064601	1.846788	1.798828	1.673663	1.811278	1.685080	1.344472	2.012153	1.812245	1.667157	1.817301	1.786490	1.957372	1.786576	1.862335	1.809943	1.817385	1.668386	1.627350	1.728695	1.494536	1.630118	1.740115	1.456395	1.930708	1.417411	1.715125	1.783560	1.445578	1.466830	1.749980	1.696552	1.423382	1.359196	1.603012	1.712529	1.391723	1.556995	1.719875	1.622024	1.785543	1.541851	1.648227	1.676728
1472	2.576017149	2.302805006	2.674000843	2.418148641	2.322582318	2.230856753	2.286642573	2.273780156	2.179437102	2.082100595	2.104677631	2.240967347	2.155651488	1.900059	2.049825	2.171795	1.852370	2.196710	1.818754	2.243764	2.270578	1.949043	2.057294	1.849901	2.011655	1.952067	1.706687	2.342265	1.963771	1.796437	2.089046	2.081221	2.158468	2.032414	2.067434	1.920467	1.994478	1.922203	2.009093	1.878712	1.786839	1.905348	1.961501	1.777446	1.976520	1.425625	1.975501	1.993446	1.635034	1.534521	1.863959	1.962808	1.607062	1.435518	1.529263	1.956119	1.571800	1.920276	1.945187	1.767141	1.950844	1.757314	1.968915	1.698176
1473	2.30535823	2.073692812	2.440623536	2.264555685	2.088110984	2.154547629	2.079603724	2.16964878	2.057552633	2.047260721	2.020852244	1.866794128	1.860160595	1.771725	1.869008	1.842373	1.731563	2.032441	1.759962	1.890428	2.155405	1.865646	2.052891	1.665955	1.946328	1.789317	1.545312	2.125273	1.710187	1.696008	2.013925	1.976461	1.937936	1.858088	1.875361	1.668377	1.694201	1.815931	1.622413	1.803672	1.679754	1.802631	1.821914	1.612708	1.857221	1.233402	1.745518	1.986463	1.500812	1.445820	1.800322	1.725551	1.515551	1.172730	1.487642	1.818108	1.470213	1.655657	1.813403	1.517466	1.750681	1.505857	1.782183	1.691241
1474	2.234595797	2.344871065	2.431260963	2.345768749	2.430511966	2.264401874	2.375107105	2.355276535	2.063794302	2.190034565	2.165871871	1.929940845	2.078875516	1.635078	1.806176	1.731929	1.706867	1.930594	1.548669	1.797451	1.839163	1.541841	1.821329	1.480756	1.876341	1.654909	1.521442	1.891209	1.650997	1.518471	1.759294	1.742335	1.967944	1.828875	1.801558	1.658619	1.598012	1.628581	1.663652	1.870171	1.464636	1.520421	1.660842	1.532708	1.967436	1.287406	1.727828	1.771203	1.370147	1.384473	1.627422	1.732209	1.468308	1.342186	1.505348	1.845577	1.268442	1.562163	1.677186	1.818262	1.607191	1.612952	1.653226	1.652982
1475	2.448209821	2.195186061	2.638157871	2.260822451	2.260006715	2.198321918	2.35127412	2.235720466	2.172285934	2.102177242	1.77637795	2.311354228	2.227641272	1.832837	1.715311	1.827925	1.697649	2.068952	1.725100	1.915554	1.924500	1.843681	1.963987	1.598697	1.742037	1.879180	1.584988	2.033544	1.796873	1.615657	1.766628	1.759055	1.954763	1.824958	1.859240	1.721853	1.741066	1.718500	1.683150	1.712762	1.593552	1.748258	1.820956	1.589752	1.788304	1.259561	1.765429	1.828091	1.568377	1.399783	1.629617	1.795907	1.484665	1.258155	1.488591	1.810886	1.473563	1.637702	1.892307	1.542956	1.818003	1.506294	1.782497	1.721698
1476	2.332253937	2.114746447	2.538312165	2.306421403	2.304452894	2.117607813	2.339727959	2.31324614	2.276251359	2.209900336	1.890224657	2.070758851	2.111174309	1.808757	1.760202	1.781032	1.805323	2.086107	1.729915	1.863461	2.109718	1.705800	2.034731	1.686989	1.829836	1.784175	1.585926	2.002374	1.830813	1.636311	1.840041	1.840147	2.017918	1.789432	1.967668	1.761216	1.774180	1.655390	1.814753	1.644293	1.555422	1.689843	1.843479	1.698633	1.772898	1.277858	1.813327	1.917537	1.502660	1.390386	1.710797	1.843613	1.389221	1.336078	1.623071	1.691390	1.348772	1.516208	1.785231	1.642719	1.681169	1.663681	1.806621	1.618454
1477	2.615433246	2.271517695	2.735451163	2.430699443	2.334922437	2.247225272	2.392520355	2.386063043	2.248953366	2.279607238	2.003357184	2.165191942	2.115269387	1.861458	1.918712	1.817535	1.802784	2.057761	1.669465	1.989613	2.086528	1.884478	2.036147	1.676681	1.793596	1.815259	1.623305	2.247469	1.827380	1.785100	2.030703	1.858220	1.888703	1.732601	2.046704	1.815656	1.823121	1.872707	1.724173	1.768357	1.578805	1.837896	1.679937	1.589680	1.877178	1.376035	1.816280	1.818187	1.622171	1.588438	1.807561	1.851794	1.522234	1.322522	1.521369	1.906956	1.431947	1.691333	1.800788	1.539605	1.847006	1.566099	1.793250	1.753071
1478	2.534368288	2.263222745	2.581259627	2.498194121	2.293355717	2.152825731	2.371066706	2.328218236	2.184688135	2.336124622	2.02864053	2.166282921	2.111715883	1.869276	1.985820	1.889541	1.790761	2.167114	1.636362	2.031441	2.103725	1.893898	2.151825	1.786185	1.987719	1.710505	1.735652	2.229386	1.894674	1.804304	1.931170	2.030525	1.979050	1.930346	1.928727	1.873158	1.906276	1.812667	1.964494	1.800342	1.624220	2.088216	1.799628	1.709331	1.911249	1.405508	1.792389	2.084892	1.540515	1.543704	1.982868	1.995895	1.504326	1.364205	1.578388	1.953520	1.471229	1.792213	1.841877	1.732993	1.860266	1.648311	1.930145	1.687037
1479	2.440188139	2.241537704	2.824300544	2.553519474	2.338140363	2.23730675	2.35229512	2.308356499	2.392681765	2.28309547	1.974506657	2.103396101	2.21781109	1.805546	1.724898	1.736906	1.693446	2.087147	1.612136	1.928013	2.072158	1.743533	1.888244	1.569833	1.876296	1.778637	1.649743	1.947309	1.774432	1.657707	1.934446	1.798225	1.957901	1.830425	1.874143	1.634203	1.725572	1.766938	1.832471	1.547144	1.671017	1.586835	1.863670	1.609456	1.828436	1.229699	1.869109	1.865418	1.578660	1.515739	1.775505	1.914625	1.509053	1.201181	1.466857	1.905026	1.292278	1.521746	1.665427	1.436687	1.732441	1.577394	1.738775	1.609582
1480	2.453265183	2.059941614	2.674135396	2.318505943	2.280283167	2.442986081	2.411888846	2.399441752	2.271865084	2.307171623	2.014832463	2.269177237	2.213815265	1.835835	1.995282	1.912108	1.695688	2.131654	1.874283	1.953510	2.124628	1.879061	2.091141	1.729117	1.866385	1.909243	1.584789	2.082532	1.817585	1.475346	2.026938	1.846733	1.963545	1.909005	2.093212	1.990335	1.803080	1.836064	1.730454	1.685957	1.675191	1.842359	1.804390	1.733489	1.959275	1.341875	1.916107	1.893575	1.509420	1.409851	1.871833	1.866378	1.498839	1.406082	1.508961	1.656862	1.407570	1.632108	1.656717	1.745176	1.895576	1.609945	1.933798	1.725125
1481	2.578516764	2.350519739	2.772060109	2.528322266	2.260870835	2.412902029	2.178061025	2.310389705	2.352165216	2.507741977	2.085839874	2.380241966	2.166369859	1.945925	1.828641	1.791061	1.834554	2.149597	1.736509	1.991430	2.048508	1.807081	1.986460	1.763618	2.003708	1.698530	1.656657	2.155673	1.819813	1.804724	1.931111	1.925153	1.941345	1.847760	2.036131	1.949966	1.818991	1.802007	1.790469	1.718207	1.593545	1.814880	1.832050	1.649639	1.896181	1.292560	1.968734	2.030741	1.568440	1.468126	1.818658	1.898179	1.503116	1.316310	1.488958	1.839898	1.293010	1.674031	1.691088	1.586420	1.840914	1.628609	1.877639	1.911806
1482	2.345070439	2.226555729	2.621448831	2.431440127	2.365889153	2.144500125	2.322310436	2.231178487	1.93127662	2.267835938	1.952134684	2.066087562	2.137146373	1.981557	1.898017	1.871585	1.781192	2.118370	1.846592	2.059068	2.166900	1.918067	1.986224	1.770259	1.955269	1.985537	1.770378	2.082116	1.901118	1.721147	1.960572	1.874583	2.044037	1.917559	2.013475	1.738237	1.708116	1.722504	1.772591	1.901870	1.593962	1.953316	1.845868	1.615393	1.824812	1.393336	1.912474	1.951797	1.643329	1.483727	1.825359	1.807637	1.482899	1.307627	1.530393	1.872620	1.316152	1.758157	1.744378	1.624222	1.904430	1.611236	1.818907	1.674364
1483	2.229323953	2.126096077	2.543811684	2.328396753	2.084185498	2.156985778	2.219121129	2.292579141	2.068886219	2.17976047	1.982634476	2.080665423	1.994295675	1.934685	1.895571	1.935045	1.776428	2.213509	1.845958	2.062670	2.208873	1.773157	2.112221	1.864853	1.986205	1.760073	1.700604	2.125606	1.797437	1.664875	1.919957	1.931810	1.977208	1.813382	2.024370	1.944686	1.718360	1.839375	1.839662	1.821769	1.614691	1.713265	1.785517	1.652039	1.945267	1.178525	1.790271	1.721222	1.511027	1.532934	1.868829	1.881185	1.590461	1.490297	1.546822	1.841188	1.316593	1.670414	1.964553	1.706137	1.758971	1.503978	1.902579	1.766304
1484	2.601821849	2.174058324	2.50410836	2.496339071	2.061173737	2.05493958	2.327836864	2.222904577	2.343069984	2.253488086	2.162076221	2.08128026	2.089264566	1.826575	1.909926	1.941613	1.790861	2.058218	1.927449	2.137820	2.154432	1.966452	2.091642	1.748036	1.959263	1.978231	1.606476	2.137045	1.867592	1.812700	1.992687	2.011140	2.102252	1.859071	2.068937	1.897170	1.878140	1.946812	1.954109	1.720422	1.572236	1.872002	1.752552	1.797736	1.836566	1.364701	1.858760	1.848441	1.585703	1.506828	1.822187	1.979001	1.514284	1.433084	1.463801	1.882556	1.559983	1.668913	1.897217	1.664934	1.904016	1.638426	1.777808	1.801330
1485	2.589871959	2.209564138	2.44413531	2.186893884	2.319006731	2.26773694	2.095015487	2.361899289	2.134441557	2.250529219	1.989633552	2.306842573	1.9886933	1.784147	1.844897	1.792601	1.686101	2.081274	1.650609	1.949469	2.092112	1.848625	2.032003	1.595190	1.828660	1.954964	1.572879	2.049997	1.855048	1.770365	1.942958	1.935566	1.978809	1.573914	1.927778	1.864749	1.820941	1.726810	1.842633	1.720708	1.579703	1.899852	1.687582	1.590381	1.845344	1.268832	1.846956	1.696610	1.411075	1.386586	1.741466	1.659477	1.356191	1.381416	1.378292	1.735681	1.330169	1.445377	1.684411	1.557682	1.788276	1.610655	1.622359	1.597051
1486	2.488994845	2.292993144	2.61943077	2.505828923	2.32299116	2.288665307	2.471580245	2.481773617	2.199135623	2.33550504	2.097210983	2.095021515	2.272780502	1.967186	1.937510	1.929321	1.891835	2.199520	1.750870	2.214075	2.473025	1.901939	2.070883	1.873805	2.090443	2.135825	1.821339	2.232042	2.117703	1.847349	1.876077	2.076266	2.152584	1.913130	2.106929	2.024014	1.767537	1.941112	1.954812	1.895375	1.705521	2.034971	2.020125	1.774244	2.044098	1.395216	1.979124	1.968654	1.664874	1.614990	1.865229	2.059433	1.686267	1.359162	1.604451	1.995824	1.450643	1.787141	1.958742	1.785180	2.010084	1.757335	1.872862	1.703716
1487	2.15810294	1.860639396	2.169930051	1.956281062	1.926256417	1.941927638	1.846328566	2.011425487	1.689981649	1.8085994	1.817263626	1.884854109	1.801931402	1.573639	1.556570	1.549991	1.608625	1.794608	1.365881	1.778035	2.072152	1.575582	1.759131	1.580743	1.626710	1.717300	1.380989	1.709958	1.677547	1.564528	1.512006	1.754195	1.586197	1.518950	1.654808	1.663313	1.395409	1.645701	1.454359	1.595668	1.409812	1.623022	1.643912	1.370786	1.705070	1.101361	1.558307	1.691403	1.331004	1.381667	1.489516	1.661530	1.408341	1.107667	1.243347	1.484246	1.330245	1.325508	1.595382	1.388426	1.694772	1.415753	1.643552	1.470935
1488	1.944264789	1.980391237	2.289799982	2.144851912	2.337759813	1.986156332	2.331364631	2.003646174	1.87445175	1.871643025	1.685727308	1.917581575	1.806771262	1.521995	1.546985	1.499185	1.232125	1.489736	1.377342	1.444815	1.664824	1.435318	1.493190	1.365648	1.490611	1.460496	1.143590	1.639520	1.450170	1.479041	1.537367	1.373100	1.445354	1.469288	1.559035	1.282517	1.461816	1.321534	1.303667	1.377121	1.308116	1.288107	1.443898	1.167757	1.432936	1.169317	1.527971	1.490452	1.134417	1.132127	1.391904	1.348216	1.119511	1.044681	1.106071	1.373783	1.014519	1.269167	1.515065	1.180327	1.376963	1.264700	1.430367	1.295818
1489	2.412296298	2.172641958	2.415175078	2.148535681	2.278573234	2.151398427	2.137808434	2.215531049	2.076085758	2.003001022	2.038962245	2.238761118	1.952043745	1.674870	1.780717	1.725816	1.693547	1.928028	1.512158	1.745360	1.848295	1.707109	1.816470	1.598071	1.629210	1.850898	1.437321	1.954960	1.596261	1.676934	1.720512	1.770227	1.804871	1.547335	1.783292	1.705638	1.623593	1.641033	1.622402	1.511915	1.446555	1.634814	1.632776	1.366839	1.759334	1.193654	1.667034	1.704487	1.412755	1.343965	1.487436	1.622444	1.375479	1.185182	1.384769	1.773213	1.047993	1.421553	1.676551	1.511484	1.626144	1.493565	1.652491	1.386761
1490	2.627993269	2.274045204	2.525323097	2.428065852	2.339570721	2.374759223	2.361403046	2.235246591	2.171089905	2.258506648	2.020859705	2.37451327	2.110570191	1.851988	1.789357	1.762070	1.809772	2.113675	1.866067	2.009822	2.249410	1.684438	2.015815	1.818822	1.937386	1.903495	1.633442	1.996767	1.925278	1.752921	2.009635	1.988861	2.085825	1.667311	1.902408	1.789554	1.717049	1.766223	1.800351	1.766525	1.539779	1.837186	1.957874	1.677989	1.835516	1.249880	1.930168	1.774623	1.439414	1.555938	1.760902	1.863357	1.455916	1.359462	1.452363	1.735842	1.107532	1.629056	1.855692	1.481974	1.816732	1.618906	1.823375	1.638317
1491	2.667939173	2.468100531	2.870595795	2.576575551	2.697939305	2.517839986	2.526050571	2.512836913	2.462037081	2.402836609	2.207175809	2.395907414	2.299166801	1.838604	1.866743	2.039748	1.997937	2.029978	1.820609	2.099310	2.240152	2.042320	2.000240	1.793353	2.012506	1.987109	1.593429	2.172063	1.994878	1.860874	2.011485	2.061248	2.102555	1.955478	2.040550	2.005914	1.711090	1.907869	1.964557	1.788932	1.786164	1.870676	1.989713	1.742371	2.025325	1.383425	1.881370	1.858878	1.632378	1.533921	1.683365	1.907211	1.608321	1.559552	1.733479	1.916092	1.455378	1.634570	1.918864	1.554324	1.854722	1.701596	2.024463	1.753419
1492	2.489859547	2.338959846	2.504838084	2.700292939	2.447043967	2.223044264	2.258127842	2.41587286	2.314677993	2.282763839	2.172226306	2.412651535	2.160984739	1.810955	1.960429	1.911229	1.883753	2.445524	1.852958	2.147447	2.309492	2.058174	2.103346	1.790073	2.043332	1.996573	1.615987	2.127717	1.875028	1.871067	1.942561	2.042239	2.120732	1.878951	2.004964	1.838283	1.774848	1.811181	1.969748	1.817372	1.655691	1.884421	1.911545	1.562118	1.844508	1.265396	1.927361	1.988064	1.511672	1.515451	1.708743	1.852351	1.560173	1.344139	1.511214	1.818834	1.320873	1.662689	1.875102	1.710201	1.889997	1.719784	1.949763	1.703122
1493	2.389319773	2.251572614	2.639442731	2.436703673	2.265581896	2.265668325	2.344073401	2.519760027	2.249885501	2.106106903	1.937495221	2.292501508	2.322165241	1.683754	1.808499	1.687860	1.456159	1.781333	1.705845	1.884535	2.041694	1.732436	1.945144	1.695465	1.904619	1.754510	1.407846	1.893253	1.651551	1.665855	1.718478	1.713240	1.939358	1.515903	1.895941	1.502152	1.637000	1.612911	1.615026	1.456842	1.610564	1.843236	1.931889	1.419174	1.685821	1.200804	1.675616	1.636877	1.502947	1.453265	1.472700	1.707336	1.335316	1.296314	1.394657	1.651812	1.248727	1.454559	1.663410	1.328941	1.633217	1.435846	1.632093	1.490687
1494	2.480301223	2.016508353	2.352504637	2.245983308	2.005140158	2.030203903	2.325716938	2.182113434	2.164297003	2.2235637	1.812496226	2.178102896	2.010733541	1.648064	1.737400	1.553520	1.675119	1.948790	1.613281	1.736690	1.963783	1.711304	1.717799	1.590645	1.890319	1.761405	1.351112	1.941958	1.707840	1.553707	1.746243	1.797662	1.813150	1.558049	1.853620	1.644368	1.565356	1.541701	1.508621	1.613022	1.581514	1.785227	1.739236	1.383554	1.728504	1.170851	1.696744	1.608369	1.337415	1.329602	1.573607	1.585222	1.263780	1.333429	1.394515	1.502783	1.226435	1.476012	1.562873	1.452925	1.696676	1.464558	1.681594	1.548703
1495	2.592349424	2.418065006	2.81882497	2.509245568	2.506353675	2.321490495	2.459822763	2.310146282	2.321923482	2.260663653	2.155378647	2.356117204	2.245132999	1.990944	1.987498	1.979098	1.907111	2.389299	1.911436	2.245993	2.305669	2.188673	2.156252	1.900640	1.958430	2.044161	1.797869	2.231405	1.891907	1.943229	1.921183	2.080102	2.242327	1.896114	2.028953	2.069429	1.773091	1.824230	2.015884	1.874020	1.728537	1.937601	1.898486	1.753868	2.101304	1.402080	2.125661	2.010456	1.570884	1.618928	1.796896	2.029076	1.628233	1.452386	1.589177	1.931177	1.408308	1.742199	1.797118	1.760301	1.925969	1.896421	2.007120	1.696057
1496	2.308493018	2.124350241	2.477556822	2.196269693	2.320505265	2.094055259	2.221128705	2.442381154	2.03266538	2.190558586	1.967471384	2.225678105	2.075585104	1.832521	1.850621	1.722770	1.752638	1.843775	1.549116	1.827856	2.189543	1.592353	1.887912	1.569510	1.763126	1.633861	1.464103	1.955674	1.721730	1.693459	1.683158	1.776281	1.854911	1.607189	1.783174	1.772269	1.593739	1.463359	1.812942	1.619916	1.364690	1.683820	1.681992	1.511069	1.842545	1.237808	1.781703	1.856113	1.401945	1.358487	1.407400	1.585015	1.320727	1.281116	1.372771	1.658516	1.078531	1.533412	1.670191	1.562237	1.533878	1.522076	1.794885	1.555771
1497	2.708416909	2.37726601	2.709292153	2.449333433	2.648734373	2.329241674	2.588610948	2.544931666	2.284073319	2.547220322	2.269255744	2.356075639	2.242732714	2.020081	1.961083	2.014202	2.077538	2.204969	1.755244	2.023896	2.340500	1.998445	2.216085	1.716958	1.821762	2.060819	1.697861	2.229442	2.006849	1.947606	2.059204	2.029228	2.118596	1.918970	2.014956	1.980943	1.958008	1.550776	1.964836	1.822936	1.733297	2.055319	1.958803	1.702964	2.055976	1.400847	1.895360	2.088789	1.600767	1.510092	1.820425	2.095907	1.620592	1.360414	1.537770	1.867833	1.220745	1.690576	1.920228	1.631767	1.985753	1.700258	1.943651	1.688242
1498	2.687225042	2.553527495	2.837823941	2.579527458	2.677653416	2.514450891	2.619271458	2.507118317	2.569762401	2.475021127	2.423652048	2.666742963	2.444998514	2.125204	1.949045	2.026683	1.862383	2.282202	1.745883	2.154792	2.445484	2.106650	2.250204	1.911804	1.944319	2.030260	1.766432	2.305037	1.973965	1.889507	2.112330	2.097598	2.162456	1.811909	2.129005	2.100761	1.912367	2.033309	2.067242	1.924196	1.645218	2.138837	1.959101	1.719970	2.026803	1.354373	2.049069	2.228846	1.614809	1.584569	1.855186	1.965635	1.562968	1.401177	1.701737	2.068956	1.491503	1.908851	1.796031	1.692951	1.971671	1.737222	2.093932	1.845105
1499	2.802728362	2.415539181	2.72910342	2.569186426	2.698814055	2.363837717	2.3818722	2.49851614	2.464015136	2.535919542	2.292570434	2.545407802	2.396475642	2.223135	2.189216	2.120073	2.086075	2.280735	1.868526	2.373349	2.594119	2.185954	2.359915	1.999900	2.153555	2.189809	1.787836	2.405329	1.999087	1.917220	2.215591	2.116530	2.327413	2.068799	2.310478	2.203602	1.921683	2.042648	2.108439	1.862200	1.745529	2.225135	2.127966	1.877454	2.083852	1.340884	1.950818	2.199350	1.707515	1.614452	1.750891	2.202215	1.622879	1.415201	1.731383	2.062092	1.616626	1.941853	1.890953	1.969112	2.056531	1.829511	2.142280	1.812964
1500	2.80163838	2.351358486	2.743429288	2.693424515	2.765281195	2.450651605	2.511659701	2.799560743	2.431675735	2.566965581	2.240235795	2.589851477	2.379531115	2.162210	2.141014	2.276799	2.255718	2.464150	1.877491	2.543910	2.625335	2.200545	2.329458	2.129213	2.216343	2.379478	1.868752	2.407035	2.229105	1.980948	2.183371	2.278777	2.349066	2.180560	2.442421	2.242622	2.081782	1.999275	2.231360	2.127871	1.913680	2.365959	2.023405	1.827801	2.097858	1.388883	2.195824	2.278683	1.805147	1.543861	2.025367	2.206820	1.716341	1.637908	1.775112	2.111082	1.569908	1.943433	2.058605	1.874875	2.163388	1.882243	2.311007	1.890974
1501	3.056470175	2.78405361	3.134599786	3.047798752	3.13876106	2.794861127	2.85140742	2.909008869	2.785205954	2.813814807	2.377123245	2.802406172	2.754448396	2.412667	2.462122	2.490554	2.488007	2.732483	2.330703	2.760233	2.952817	2.564406	2.567007	2.398240	2.599258	2.499813	2.173952	2.838357	2.532718	2.357743	2.550019	2.568787	2.680856	2.326561	2.654995	2.574288	2.447275	2.290855	2.429884	2.286360	2.174640	2.350401	2.499328	2.063413	2.406221	1.584327	2.362371	2.489231	1.982357	1.948137	2.138954	2.470699	1.880101	1.725962	1.986697	2.363669	1.793063	2.079072	2.282088	2.128336	2.269807	2.177506	2.341523	2.069537
1502	3.171709349	2.7278256	3.036758013	3.050645529	3.081814966	2.736906759	2.686122302	2.894484503	2.501403121	2.860686037	2.572846815	2.759643586	2.715107344	2.429377	2.463872	2.393513	2.447164	2.757221	2.240873	2.762677	2.938343	2.435336	2.664264	2.398563	2.596084	2.402026	2.136078	2.753204	2.451977	2.367991	2.537004	2.470731	2.606346	2.406728	2.571482	2.386942	2.197388	2.265979	2.538153	2.330996	2.031779	2.462989	2.454974	2.047850	2.390694	1.664100	2.281519	2.457456	1.922744	1.920821	2.210350	2.400859	1.943901	1.644175	1.887292	2.355434	1.774032	2.108690	2.277866	2.094020	2.451961	2.060446	2.383485	2.125031
1503	3.176109731	2.798824279	3.168663658	3.052395859	3.053530928	2.738766149	2.97311213	2.987154965	2.776620023	2.917789719	2.600399214	2.827716946	2.778944809	2.241420	2.284549	2.335743	2.248893	2.643792	2.115246	2.712555	2.940618	2.430809	2.423229	2.252151	2.370492	2.344554	2.072576	2.593065	2.484029	2.296421	2.412307	2.607548	2.728611	2.285220	2.536551	2.425384	2.345333	2.293505	2.319305	2.166719	1.957864	2.448204	2.267986	1.965930	2.462004	1.547307	2.310629	2.390606	1.835034	1.873486	2.090988	2.377377	1.888432	1.738160	1.896421	2.227251	1.665121	1.999771	2.228796	1.974606	2.352458	2.046844	2.328136	2.004990
1504	2.787259944	2.650054529	2.743943462	2.796483089	2.57973432	2.4529537	2.462071653	2.65121574	2.416301195	2.616250408	2.318177948	2.467114744	2.426320833	2.126090	2.128823	2.151750	2.128184	2.431584	1.870014	2.473105	2.599625	2.210533	2.419725	2.106941	2.091904	2.181133	1.861310	2.463358	2.061115	2.012384	2.292656	2.384005	2.329429	2.071762	2.272833	2.169125	2.055246	2.004300	2.106998	2.145995	1.730384	2.156642	2.088245	1.815581	2.008553	1.281219	2.111942	2.050112	1.677415	1.524145	1.964599	2.062493	1.549448	1.569425	1.748402	2.192070	1.509776	1.809874	2.080845	1.980519	2.448241	1.846140	2.040176	1.821109
1505	2.523913557	2.056220443	2.372727398	2.379877016	2.286631265	2.149606699	2.058111373	2.356433285	1.928493851	2.104268339	1.914881982	2.092215679	2.244848171	1.480006	1.657621	1.636262	1.752713	1.909575	1.437344	1.815025	1.880934	1.618526	1.587096	1.432232	1.591391	1.653528	1.286870	1.845832	1.785891	1.571926	1.810208	1.719502	1.757335	1.497472	1.776805	1.649474	1.627199	1.646262	1.598001	1.502109	1.453174	1.476441	1.528533	1.334003	1.626023	1.227837	1.572891	1.548182	1.264221	1.174063	1.577255	1.683966	1.219077	1.226466	1.285753	1.577714	1.103767	1.346410	1.457205	1.305949	1.623753	1.400450	1.615268	1.418774
1506	2.727993442	2.466445754	2.645528623	2.280484102	2.526128281	2.241078134	2.342872474	2.306101334	2.116862762	2.520835982	1.914916438	2.399841657	2.157682156	1.794666	2.042650	1.777230	1.907392	2.219180	1.727474	2.173309	2.149658	1.871600	1.983506	1.775880	1.869707	1.922525	1.780358	2.018812	1.870705	1.761430	1.991932	2.010378	2.029880	1.990236	1.968693	1.757521	1.785267	1.794891	1.958809	1.577597	1.796784	1.742973	1.875837	1.629545	1.756637	1.256054	1.841117	1.790019	1.493161	1.376669	1.581863	1.722920	1.496359	1.247523	1.499586	1.784062	1.237281	1.694980	1.763169	1.502181	1.846903	1.643165	1.860446	1.725575
1507	2.567547042	2.389143596	2.391326592	2.432675018	2.602776979	2.205145428	2.516180758	2.373879205	2.472030234	2.302607924	2.348693773	2.337487155	2.320188103	1.880977	1.870844	1.767050	1.960641	2.113733	1.743972	2.175458	2.322646	1.849518	2.113635	1.759326	1.908706	1.866223	1.742715	2.113900	1.813897	1.785281	2.025679	1.976061	2.023415	1.839399	1.940870	1.843457	1.698517	1.915667	1.834200	1.660987	1.765079	1.906778	1.839014	1.596556	1.898193	1.229662	1.866046	1.834873	1.387845	1.479874	1.652291	1.864521	1.468144	1.336667	1.457144	1.787593	1.454680	1.627146	1.766182	1.756210	1.803343	1.581444	1.913165	1.741888
